2024-03-13 01:03:04,098 INFO    StreamThr :217076 [internal.py:wandb_internal():86] W&B internal server running at pid: 217076, started at: 2024-03-13 01:03:04.097834
2024-03-13 01:03:04,099 DEBUG   HandlerThread:217076 [handler.py:handle_request():146] handle_request: status
2024-03-13 01:03:04,106 INFO    WriterThread:217076 [datastore.py:open_for_write():87] open: /home/vtiyyal1/askdocs/Clinical-chatbot-training/training/wandb/run-20240313_010304-0surbmxx/run-0surbmxx.wandb
2024-03-13 01:03:04,107 DEBUG   SenderThread:217076 [sender.py:send():378] send: header
2024-03-13 01:03:04,130 DEBUG   SenderThread:217076 [sender.py:send():378] send: run
2024-03-13 01:03:04,360 INFO    SenderThread:217076 [dir_watcher.py:__init__():211] watching files in: /home/vtiyyal1/askdocs/Clinical-chatbot-training/training/wandb/run-20240313_010304-0surbmxx/files
2024-03-13 01:03:04,360 INFO    SenderThread:217076 [sender.py:_start_run_threads():1099] run started: 0surbmxx with start time 1710306184.098637
2024-03-13 01:03:04,368 DEBUG   HandlerThread:217076 [handler.py:handle_request():146] handle_request: check_version
2024-03-13 01:03:04,368 DEBUG   SenderThread:217076 [sender.py:send_request():405] send_request: check_version
2024-03-13 01:03:04,432 DEBUG   HandlerThread:217076 [handler.py:handle_request():146] handle_request: run_start
2024-03-13 01:03:04,437 DEBUG   HandlerThread:217076 [system_info.py:__init__():26] System info init
2024-03-13 01:03:04,437 DEBUG   HandlerThread:217076 [system_info.py:__init__():41] System info init done
2024-03-13 01:03:04,437 INFO    HandlerThread:217076 [system_monitor.py:start():194] Starting system monitor
2024-03-13 01:03:04,438 INFO    SystemMonitor:217076 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-13 01:03:04,438 INFO    HandlerThread:217076 [system_monitor.py:probe():214] Collecting system info
2024-03-13 01:03:04,438 INFO    SystemMonitor:217076 [interfaces.py:start():190] Started cpu monitoring
2024-03-13 01:03:04,439 INFO    SystemMonitor:217076 [interfaces.py:start():190] Started disk monitoring
2024-03-13 01:03:04,439 INFO    SystemMonitor:217076 [interfaces.py:start():190] Started gpu monitoring
